smiles,frequency,length
CCCCCCCCCCCCCC(=O)OCCC(C)C,1,26
CC1COC(Cc2ccccc2)O1,1,19
CCC(=O)C(O)CC,1,13
CCCCC(CC)COC=O,1,14
CCCCCOC(=O)C(C)CCC,1,18
CCCCOC(=O)CC(O)C(=O)OCCCC,1,25
CCCC(C)CC(=O)O,1,14
CC1OCC(CO)O1,1,12
CCCCOC(=O)COC(=O)CCC,1,20
CCCCC(CC)C(=O)OC,1,16
CC(OCCc1ccccc1)OCCc1ccccc1,1,26
CC1=CC(O)CC(C)C2CC(=C(C)C)CC12,1,30
CCCCCCCCCCCC(=O)OCC(C)C,1,23
O=COCc1ccc2c(c1)OCO2,1,20
CC1COC(c2ccc3c(c2)OCO3)O1,1,25
CCCCC(=O)OCC(C)O,1,16
Cc1cncc(SCc2ccco2)n1,1,20
Cc1nccnc1SCc1ccco1,1,18
CSC(C)C(=O)O,1,12
CCOC(=O)C(C)c1ccccc1,1,20
CC(=O)C1CCCC1=O,1,15
OC1CSC(O)CS1,1,12
CC1CCOC1=O,1,10
C=CCSCC(N)C(=O)O,1,16
CCCC1OCC(C)O1,1,13
CSC(C)C(C)=O,1,12
CCC(C)COC(=O)c1ccccc1,1,21
CCCCCC(=O)OC(C)c1ccccc1,1,23
CC1OC(C)C(C)O1,1,14
CCCC(C)C(C)=O,1,13
CCCCCCC1C=CC(=O)O1,1,18
COC(C)(OC)C(C)O,1,15
CC1CCC(C(C)C)C(OC=O)C1,1,22
CC1=CC(C)(C)C(C=O)CC1,1,21
CC(C)=CCCC(C)(O)C1CO1,1,21
CC(=O)OC1C=C(C)CCC1C(C)C,1,24
CC1CCC(C(C)C)C(OC(=O)Cc2ccccc2)C1,1,33
C=C1C(OC(C)=O)CC2CC1C2(C)C,1,26
CCCCC(C)C=O,1,11
COC(CC(C)CCC=C(C)C)OC,1,21
CCCCCCC(C)CO,1,12
CC1=NC(C)SC1,1,12
C=CC1(C)CCC(COC(C)=O)C(C)(C)C1C(=C)C,1,36
COC(=O)C(C)CS,1,13
CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,1,36
CC(CCCC(C)(C)O)CC(n1ccc2ccccc21)n1ccc2ccccc21,1,45
CCCCCCCCCC(C)C(OCC)OCC,1,22
C=CCOC(=O)COCC(C)CC,1,19
CCc1cnc(OC)cn1,1,14
CCOC(CCCCCC(C)C)OCC,1,19
C=CCCC1=C(C)C(=O)CCC1(C)C,1,25
CCCCCCCCCCCC(OCC)OCC,1,20
CCCCCCCCCCC(OCC)OCC,1,19
CCCCCCCCCOC(=O)CC,1,17
CCCCCCCCCCOC(=O)CCCCC,1,21
COC(=O)C(C)S,1,12
C=C(C)C1CCC2=CC(O)CC(C)C2(C)C1,1,30
CCCCCCC(CCOC(C)=O)OC(C)=O,1,25
CCC(C)COC(=O)Cc1ccccc1,1,22
CCOC(CCCCC(C)C)OCC,1,18
CC(C)CC(=O)OCc1ccc(O)cc1,1,24
CC(=O)CCO,1,9
CC(C)CCCCCCC(=O)O,1,17
CCCCC(CC)CS,1,11
CCOC(C)OCC(C)C,1,14
CC1(C)C2CCC(CS)C1C2,1,19
CCCCCC(=O)OC1CC(C)CCC1C(C)C,1,27
CCCC(=O)OC1CC(C)CCC1C(C)C,1,25
CC12CCC(C1)C(C)(C)C2OC=O,1,24
CCCCCC(=O)Oc1ccc(C)cc1,1,22
CC(C)CCCC(C)CCOC=O,1,18
O=C(CCc1ccccc1)OCCCc1ccccc1,1,27
CCCCCCCCC=CC=CC=O,1,17
CCCCCCCCCCCCOC=O,1,16
CCCCCCCCC(=O)OC(C)C,1,19
CC(=O)OCC1CCC2CC1C2(C)C,1,23
CC1=C(O)C(=O)C(O)CO1,1,20
CCC(C)(C)SSC(C)(C)CC,1,20
CCC(C)COC=O,1,11
CCOC(=O)C1C(C)=CC=CC1(C)C,1,25
CC(=O)OC1C=C(C)C2CC1C2(C)C,1,26
CCCCC(OC)OC,1,11
CCC(=O)Nc1ccccc1C(=O)OC,1,23
CCOC(C)(C)C1CC=C(C)CC1,1,22
CCC(=O)OCC(C)O,1,14
COc1ccc(COC(=O)C(C)C)cc1,1,24
CCCCCOC(C)OCC,1,13
CCCCCCC1CCCC1=O,1,15
CCCCCCCCCC(=O)OCCc1ccccc1,1,25
CCC=S,1,5
CCCC(OC)OC,1,10
CCOC(C)(OCC)c1ccccc1,1,20
CC(C)OC(C)OC(C)C,1,16
Cc1cncs1,1,8
CCc1ccccc1C=O,1,13
C=CC=CC=CCC=CCC,1,15
CC(C)C1C=CC(C)(O)CC1,1,20
CCCC(=O)OCC(C)O,1,15
CCSc1ccccc1O,1,12
C=C(C)C1CC=C(C)C(OC=O)C1,1,24
CC(=O)OC1(C)CCCCC1,1,18
CC1=CC(=O)CC1C,1,14
CCCC(=O)CC(=O)OC,1,16
Cc1ccc2c(c1)C=CCC2(C)C,1,22
CCOC1OC(CO)C(O)C(O)C1O,1,22
CCCCCCCCC(=O)OCC(C)C,1,20
CCCCCCCCCCOC(=O)CC(C)C,1,22
CCC(C)C(O)C(=O)O,1,16
C=C1CCC2SC1C1C(C(C)C)CCC21C,1,27
C=CC1(C)CCC(C(C)C=O)O1,1,22
CC(CS)C(=O)O,1,12
CCCCCCCCCCCCCC=CC(=O)O,1,22
CCCC(O)CC(=O)O,1,14
CCCCCCCCCCCCC=CC=O,1,18
CCCC1NCCS1,1,10
CSc1cc(C)oc1C,1,13
COC(CC(C)C)OC,1,13
CC=CSC,1,6
CC1CCCCCCCCCCCCC(=O)O1,1,22
CCCCOC(=O)C(C)(C)C,1,18
CCCOC(=O)C(C)(C)C,1,17
CCCCOC(=O)C(C)OC(C)=O,1,21
COc1ccc(C2OC(C)C(C)O2)cc1,1,25
CCOC(=O)c1ccccc1OCC,1,19
CCC(=O)OCCC1CCCCC1,1,18
CCCCCC(=O)OCCCc1ccccc1,1,22
O=COCCC1CCCCC1,1,14
CCOC(=O)C(C)OC(C)=O,1,19
CCCCOC(OCCCC)c1ccccc1,1,21
C=C(C)C1CC=C(C)C(OC(=O)CC(C)C)C1,1,32
CN1CCNc2ccccc21,1,15
CCCCCC(OCCC(C)C)OCCC(C)C,1,24
CC=CCOC(=O)CCCCC,1,16
C=CCCCCN=C=S,1,12
CC1C(S)CC2CC1C2(C)C,1,19
CCCCCCCCCCCCCC(=O)OCCCCCC,1,25
C=CC(C)(S)CCC=C(C)C,1,19
CCCOC(=O)CCC1CCCCC1,1,19
CCOC(=O)C(Cc1ccccc1)C(C)=O,1,26
CCCC(=O)OC1CC2CCC1(C)C2(C)C,1,27
C=CCCCCCCCCCOC(=O)CCC,1,21
CCCCCCCCCCCCOC(=O)CC(C)C,1,24
CC(C)=CCCC(C)CO,1,15
CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,1,37
CCCCCc1cccnc1,1,13
CC(C=O)Cc1ccc(C(C)(C)C)cc1,1,26
CCCCCCCCCOC=O,1,13
CCCCCCOC(=O)C(CC)CC,1,19
CC(C)CCCOC(=O)c1ccccc1,1,22
CCCCCCOC(=O)C(C)CCC,1,19
CCCC(C)C(=O)OCCC(C)C,1,20
CCCC(C)C(=O)OCC(C)C,1,19
CC1OC(c2ccc3c(c2)OCO3)OC1C,1,26
CC1=CC(=O)C(=C(C)C)CC1,1,22
CCCCCCC(OCCCC)OCCCC,1,19
CC(C)C(=O)OCCC1CCCCC1,1,21
CC(C)CCOC(=O)c1ccccc1N,1,22
C=CCc1cccc(OC)c1O,1,17
CCCCCCCCOCc1ccccc1,1,18
O=C(OCCOc1ccccc1)c1ccccc1,1,25
O=C(OCCCc1ccccc1)c1ccccc1,1,25
CSCCCC(N)=O,1,11
C=C1CCC2C1C1C(C(C)C)CCC21C,1,26
COC(=O)c1ccccc1NC(=O)Cc1ccccc1,1,30
CCCC(C)(C)SSC(C)(C)CCC,1,22
C=C1C2CCC3C2C(C)(C)CCCC13C,1,26
C=C(C)C1CCC2=CCCC(C)C2(C)C1,1,27
CCOC(=O)c1ccccc1NC(C)=O,1,23
CCCCC(C(=O)OCC)c1ccccc1,1,23
CCOC(OCC)C(C)C,1,14
CCCCCCCCC=CC(=O)O,1,17
CCC=CC(=O)OC,1,12
CCCOC(=O)CC(=O)OCCC,1,19
CCCCCCCCCOC(=O)C(C)C,1,20
CC=CCCO,1,7
CCCCc1ccc2ccccc2n1,1,18
CC=CC(=O)CCCCC,1,14
CC=CC=O,1,7
O=C(O)C=CC(=O)O,1,15
C=C1C=CC(C(C)C)CC1,1,18
CC1=CCC2(C)CCCC(C)(C)C23CC13,1,28
CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,1,30
CC1=CCC2C3C(C(C)C)CCC2(C)C13,1,28
CC1=CCC23CC1C(C)(C)C2CCC3C,1,26
CC(C)C12CCC(C)(O)C1C2,1,21
CCCCC(=O)OCC(C)CC,1,17
CCc1ncsc1C,1,10
CC(C)COC(=O)C(C)(C)C,1,20
CC1(C)C2CCC(CO)C1C2,1,19
CCCc1nc(C)c(C)s1,1,16
Cc1ccc(CO)o1,1,12
CCCCCCC=COC(C)=O,1,16
CCc1csc(C)n1,1,12
CSc1cncc(C)n1,1,13
CCCCCCC(C)(C)S,1,14
CC(=O)CS,1,8
CCCC(C)C(=O)OC,1,14
CC(C)C(C)S,1,10
CC(C)C(=O)Oc1ccccc1,1,19
CCSCc1ccco1,1,11
CCC(C)c1nccs1,1,13
CC(C)CCC(=O)OC(C)C,1,18
CCC(C=O)CS,1,10
C=C(C)C1(O)CC=C(C)CC1,1,21
CCCCCCCC(=O)OCCC(C)CCC=C(C)C,1,28
C=C(CO)C1CC=C(C)CC1,1,19
c1coc(CCc2ccco2)c1,1,18
CCC(=O)OC1CCCCCCCCCCC1,1,22
CSC(C)S,1,7
C=CCSSSSC,1,9
CCCCCOC(=O)CC(=O)OCCCCC,1,23
CC(=O)C1CCSS1,1,13
CCOC(=O)CCC(C)(OCC)OCC,1,22
CC(=O)Cc1cnccn1,1,15
CSSCC(C)C,1,9
CCCC(=O)CO,1,10
CCCCSSC,1,7
CC(C)CC=NCCc1ccccc1,1,19
CSSCCC(C)C,1,10
Cc1ccccc1OC(=O)Cc1ccccc1,1,24
CCCCCCOC(=O)CCC(C)C,1,19
COc1cc(CCC=O)ccc1O,1,18
C=CCSSC=CC,1,10
CC1CSSS1,1,8
CCCC=CC(=O)OCC(C)C,1,18
CCCCCC(CC(=O)OCC)OC(C)=O,1,24
CC=CSSSC,1,8
CCCSSSSC,1,8
CC1NC(C)SC(C)N1,1,15
CCCCCCc1nccnc1OC,1,16
CSc1cnc(C)cn1,1,13
CCCCCCC(CC)C(=O)OC,1,18
CCCOC(=O)CCC(C)C,1,16
CCCCCCCCCOC(=O)Cc1ccccc1,1,24
CCCCCCCCCC(=O)OCc1ccccc1,1,24
CCCCC(=S)OC,1,11
CCC(SC)C(=O)OC,1,14
CCOC(=O)CC(C)CC,1,15
CC=CSCCC,1,8
CCCCCCCCCC(=O)OC(C)CCC,1,22
CCCCC(O)C(=O)OC,1,15
CCCCC(O)CS,1,10
CC(=O)OC(C)C=C(C)CCC=C(C)C,1,26
CCCCCCCCC(O)C(=O)OC,1,19
CCCCCCCCOC(=O)C(C)(C)C,1,22
CC(C)COC(OCC(C)C)C(C)C,1,22
CCC(C)C(=O)C(=O)OC,1,18
C=CCCCCCC(=O)OCC,1,16
C=CCCCCOC(C)=O,1,14
CCC(C)CN,1,8
CCC=CCCCC,1,9
CC(=O)C=Cc1ccccc1,1,17
CC=C(C)C(=O)OCCCCCC,1,19
CCCCCCCCC=CCCCCCCCC(=O)O,1,24
C1CSSSS1,1,8
CCCCCCCC(=O)OC(C)CCC,1,20
Cc1cnc(CC(C)C)c(C)n1,1,20
CCOC(=S)c1ccccc1,1,16
CCCCCCCCCOC(=O)CCCCC,1,20
CCCC=CC(=O)OCCCC,1,16
Cc1csc(CC(C)C)n1,1,16
CCCCC(=O)c1cccs1,1,16
CCCCCCC(=O)Oc1ccc(C)cc1,1,23
CNc1ccccc1C(=O)OC(C)C,1,21
CCOC(OCC)C(C)CC,1,15
CC(C)=CCCC(C)CC1OCC(C)O1,1,24
CCCCCCCCCCOC(=O)CCCCCCCC,1,24
CC(S)c1cccs1,1,12
CC=Cc1ccc(OCc2ccccc2)c(OC)c1,1,28
CCCCCCC(C=O)=Cc1ccccc1,1,22
O=CC=Cc1ccco1,1,13
CCC(C=O)=Cc1ccccc1,1,18
O=C(CSCc1nc2ccccc2[nH]1)Nc1ccc2ccccc2c1,1,39
COc1ccc(C=CC(C)=O)cc1,1,21
COc1cc(C(O)C(=O)O)ccc1O,1,23
CC(=O)C=Cc1ccco1,1,16
COc1ccccc1C=CC(=O)O,1,19
S=c1[nH]c2ccccc2s1,1,18
CC=CCO,1,6
CC=CC=CC(=O)O,1,13
COc1ccccc1C=CC=O,1,16
CSCCCOC(=O)CC(C)C,1,17
C=C(C)CCOC(=O)C(C)CC,1,20
CCCCCCCCCCCCCCCC(=O)OCCC(C)C,1,28
CCC(C)CCCCCCCCCCC=O,1,19
CC(C)CCOC(C)OCC(C)C,1,19
CCCCCCCCCCCCC(OCC)OCC,1,21
CCCCCCCCC=COC,1,13
CCOC(CC(C)CCC=C(C)C)OCC,1,23
CCCCCCCCC=CC(OCC)OCC,1,20
CC(=O)C1NCCS1,1,13
COCC(C)c1ccccc1,1,15
CCOC(=O)C(C)SC,1,14
CC1OCC=C1SC1(S)CCOC1C,1,21
CC(=O)OC(C)C1CC=C(C)C1(C)C,1,26
CCOC(=O)CC=C(C)C,1,16
Cc1ccc(C)c(NC(=O)C(C)Sc2ccccc2)c1,1,33
CC(=O)SCC=C(C)C,1,15
CCCCCCCCCCCCCCCC(=O)OCCCCC,1,26
C=CC(C)(C)OC(C)=O,1,17
CC(C)=CCCC(C)=C1CC=C(C)CC1,1,26
CCC(C)=C(C)C(C)=O,1,17
CC(=O)CC(C)SCc1ccco1,1,20
CC(C)CCOC(OCCC(C)C)c1ccccc1,1,27
CCCC(=O)OC1CC(C)CC(C)(C)C1,1,26
CCC=CCCOC(=O)C(CC)CC,1,20
C=CCOC(=O)C(C)CC,1,16
C=CC(CCCCC)OC(=O)C(C)C,1,22
CCCCCC(=O)CCCC(=O)OCC,1,21
CCCCCCCCCCCCCC(=O)OCC(C)CC,1,26
CCCCC(CC)C(=O)OCCc1ccccc1,1,25
CC(C)(C)CC(C)(S)CC(C)(C)C,1,25
CCOC(CC(C)C)OCC(C)C,1,19
CC(C)=CCCC(C)=CCCC(C)=CC=O,1,26
COc1cc(C=CC=O)ccc1O,1,19
OCC=Cc1ccccc1,1,13
CC1=CC(=O)CC(C)(C)C1(O)C=CC(C)O,1,31
CC(C)=CCCC(C)=CC(=O)O,1,21
O=C(C=Cc1ccccc1)OCc1ccccc1,1,26
CCCCOC(=O)CC(=O)OCC,1,19
O=C(C=Cc1ccccc1)OCC1CCCO1,1,25
CCCCCCCC(C)C=O,1,14
CCC=C(C)C(=O)OC,1,15
CCCCCCCC(=O)COC(C)=O,1,20
CC1CCCC(=O)C1=O,1,15
CCCCCCC(C=O)CC,1,14
Cc1nccnc1OC(C)C,1,15
CCCC(=O)OC(C)(OC(=O)CCC)C(C)=O,1,30
CC(C)CCCCCCCCCC=O,1,17
CCCCCCCCC=CCCCCCCCC=O,1,21
CCCCCC=CCC=CC=O,1,15
CCC=CCC=CCC=CCCCCCCCC(=O)O,1,26
CCCCCCCCCCC=CC(=O)O,1,19
CCCCCCCC=CCCC(=O)O,1,18
CCCCCC=CCCC(=O)O,1,16
CCCCCCC=CCC(=O)O,1,16
CCCCCC=CCC(=O)O,1,15
CCCCC=CCC(=O)O,1,14
CCC=CCCC(=O)O,1,13
CCCC=CCC(=O)O,1,13
CCCCC=CC(=O)O,1,13
CC=CCC(=O)O,1,11
CC(=CCCC1(C)C2CC3C(C2)C31C)CO,1,29
CC(=O)C=CC1C(C)=CCC(C)C1(C)C,1,28
COc1cc(C=CC=O)cc(OC)c1O,1,23
CC=CCCCOC(C)=O,1,14
CCC=CCC(C)OC(C)=O,1,17
CCCCCC=C(C=O)CCCC,1,17
CC(=O)C=CC12OC1(C)CCCC2(C)C,1,27
COC(C=C(C)CCC=C(C)C)OC,1,22
CC1=CC(=O)CC(C)(C)C12CCC(C)O2,1,29
CC=CSSCCC,1,9
CC(C)CC(=O)OCC1=CCC2CC1C2(C)C,1,29
CCC=C(C)C=O,1,11
CCC=CCC=CCC=CCCCCCCCC(=O)OC,1,27
C=C(C)C=CC(CCC(C)=O)C(C)C,1,25
CC(C)=CCC=C(C)C1CC=C(C)CC1,1,26
CCCCCCCCCCC(=O)C(=O)O,1,21
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,1,29
CCCCCC=CCC=CCCCCCCCC(=O)OC,1,26
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,1,31
CC=CC(=O)OCc1ccccc1,1,19
CC=CC(=O)OCCCCC,1,15
CCOC(C=Cc1ccccc1)OCC,1,20
CC(=O)C(C)=Cc1ccccc1,1,20
CCCCCOC(=O)C=Cc1ccccc1,1,22
CC=CC=CC(=O)OCCC,1,16
CC(C)C=CC=O,1,11
CC(C=O)=Cc1ccccc1,1,17
O=COCC=Cc1ccccc1,1,16
C=CCOC(=O)C=CC,1,14
CC=CC(=O)OC(C)C,1,15
CC=CC(=O)OCCc1ccccc1,1,20
CC=Cc1ccc(OCC)c(O)c1,1,20
CCCC=C(C=O)CC,1,13
CCCC=C1OC(=O)c2ccccc21,1,22
CCC=CCCCCO,1,10
CCC=CCCC(=O)OCC,1,15
CCCCCC=CC=CC(=O)OCCC,1,20
CCC(CC)C(=O)OCC=C(C)CCC=C(C)C,1,29
CC=CC(=O)CC,1,11
CCCCC=CC(=O)OCC,1,15
CCCCC=CC(C)O,1,12
CCCCCCC=CC(=O)OC,1,16
CCCC=CCCC,1,9
C=CC(C)(CCC=C(C)CCC=C(C)C)OC(=O)C(C)C,1,37
CCOC(=O)C(=Cc1ccccc1)C(C)=O,1,27
CC=CC(=O)OCCCCCCCC,1,18
CC=CCCCCC,1,9
CC(=O)C(C)=CC1=C(C)CCCC1(C)C,1,28
CC(=O)C(C)=CC1C(C)=CCCC1(C)C,1,28
C=CC=CC=O,1,9
CC=CC(C)=O,1,10
CCCCCCC=CCCCCCCCC(=O)OCC,1,24
CCCCC=CC=CCO,1,12
CCCC=CC(C)=O,1,12
CCC(C)=CCCC(C)=CC=O,1,19
CCCCC=CCCO,1,10
CC=CCCCCCCCC,1,12
CCCCCCCCC=CCCCCCCCC(=O)OCC,1,26
CC1=CCCC(C)(C)C1C=CC(C)O,1,24
CC=C(C)C1CCC(C)(C)O1,1,20
CCCCCCCCC=CCCCCCCCC(=O)OCCCCCC,1,30
CCCCC=CC(C)=O,1,13
CCCC=CCCOC(C)=O,1,15
CC(=O)C=CC(C)C,1,14
CC=C(C=O)CC,1,11
CC(C)=CCC=C(C)CCO,1,17
CC(C)=CCCC(C)=CCOC(=O)CC(C)C,1,28
CC(=O)C=CC=C(C)C,1,16
CC=CC=CC(=O)OCCCC,1,17
CC=CC=CC(OCC)OCC,1,16
CC=CC=CC(=O)OC(C)C,1,18
CCCCC(=O)OCC=Cc1ccccc1,1,22
CC=C(C)C(=O)OCC=Cc1ccccc1,1,25
CCC=CC(=O)OCC,1,13
CCC=CCC1C(=O)CCC1CC(=O)OC,1,25
C=CC=CC=CCCCCC,1,14
CCCC=CCCC(=O)OC,1,15
CC=CSSC,1,7
CCCC=CCOC(C)OCC,1,15
CC=CC(=O)OC1CC(C)CCC1C(C)C,1,26
CCOCC=C(C)CCC=C(C)C,1,19
CC=CC(=O)OCCC,1,13
CCOC(C=C(C)CCC=C(C)C)OCC,1,24
O=C(OCC=Cc1ccccc1)c1ccccc1,1,26
CCCCCC=CCCCO,1,12
CCC=CCCOC(C)OCC,1,15
CCCCCC=CCCC=CC=O,1,16
CCCCCCCC=CC(=O)OCC,1,18
CC=CC(C)C(=O)OCC,1,16
CCC(=O)OC(C)C(=O)OSC,1,20
CC=CC(=O)CCC,1,12
COC(C=Cc1ccccc1)OC,1,18
CC=CC(=O)OCCC(C)C,1,17
CCCCC(C=O)=Cc1ccccc1,1,20
CC=CC=CCOC(=O)C(C)C,1,19
CC=CC=CCOC(=O)CC,1,16
CC1=C(C=CC(C)O)C(C)(C)CCC1,1,26
Cc1ccc(C=CC=O)cc1,1,17
O=C(Cc1ccccc1)OCC=Cc1ccccc1,1,27
CCCCCC=CC=CC(C)=O,1,17
CCC=CCC=CCC=CCCCCCCCC(=O)OCC,1,28
CCCC=CCOC(=O)C(C)O,1,18
CCC=CCCOC(=O)CCC(C)=O,1,21
CCC=CCCOC(=O)CCCCCCCCC,1,22
CCC=CCC=CC=CC(=O)OCC,1,20
CCC=CCCCCCOC(C)=O,1,17
CCOC(=O)CC(=CC(=O)O)C(=O)O,1,26
C(=CC1OCCO1)c1ccccc1,1,20
CC=CC(OCC)OCC,1,13
CC=Cc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,1,33
CCC=CCCOC(=O)c1ccccc1O,1,22
CCCCCC(=Cc1ccccc1)C(OC)OC,1,25
CCCCC(C=CC(=O)O)CC,1,18
CCCCCC(=Cc1ccccc1)C(OCC)OCC,1,27
CC(=O)OC(C)C=CC1=C(C)CCCC1(C)C,1,30
CCCC=CCCC(=O)O,1,14
CC=C(C)CO,1,9
CC(C)=CCCC(C)=CC(O)C=O,1,22
CC=CCCCCCCCC=O,1,14
CCCC=CCCCCCCC=O,1,15
CCCCCC=CCCCCC=O,1,15
CCc1ccsc1CC,1,11
CCOC(=O)C(C)(O)c1ccccc1,1,23
C=CCc1ccc(OCC)c(OC)c1,1,21
CC=C(C=O)c1ccccc1,1,17
CC1OC=CC1=O,1,11
CSSSCc1ccco1,1,12
CC=Cc1ccc(OC(=O)CC(C)C)c(OC)c1,1,30
CSCCC=C(C=O)CSC,1,15
Cc1nc2c(nc1C)CCC2,1,17
C=C1CCC(C(=C)C)CC1O,1,19
CC1=CCCC(C)(C)C1C=CC(C)C=O,1,26
CC=C(C)COC(C)=O,1,15
CCCC=CC=CCO,1,11
CCC=CCCC1(C)CCC(=O)O1,1,21
CCCC=CC(=O)OCCC,1,15
CC=C(C=O)CSC,1,12
CC(C)C=C(C=O)c1ccccc1,1,21
CC(C)=CCCC(C)=CCS,1,17
CC=CC(C)C(=O)O,1,14
CC(C=O)=Cc1ccco1,1,16
CC=CC(=O)OCC(C)C,1,16
O=C(C=Cc1ccccc1)OCCCc1ccccc1,1,28
CC=C(C)C(=O)OCCC=CCC,1,20
CCC=CCCOC(=O)CCCCCC,1,19
C=CC(C)(CCC=C(C)CCC=C(C)C)OC(C)=O,1,33
CCCC=CC=CCCCO,1,13
CC(=O)C=C(C)CCC=C(C)C,1,21
CCOC(C)OCc1ccccc1,1,17
CCC(C)(CCC=C(C)C)OC(C)=O,1,24
CCC=CCOC(=O)CCCCC,1,17
CCC=C(C=O)c1ccccc1,1,18
CC=CCCC1CCCC(=O)O1,1,18
CCCCCC=CC=CC(=O)OCCCC,1,21
CC=CC=C1C(C)=CC(=O)CC1(C)C,1,26
CC(C)=CCCC(C)=CC1OCC(CO)O1,1,26
CC(C)=CCCC(C)=CC1OC(C)CC(C)(C)O1,1,32
CCCCCCC(O)CC=CCCCCCCCC(=O)OCC,1,29
CCC(C)COC(=O)C=Cc1ccccc1,1,24
CC=C(C)C(=O)OC1CC(C)CCC1C(C)C,1,29
CC1=CCC(C=CC(C)C(C)O)C1(C)C,1,27
CCCC=CCCOC(=O)C(C)C,1,19
CCC=CCCOC(=O)OC,1,15
CCCCNc1ccccc1C(=O)OC,1,20
O=CCC1CCOC1=O,1,13
CCCC(=S)OCC,1,11
CCCCCCC(O)S,1,11
CC1CCC(C(C)C)C(OC(=O)CCC(=O)O)C1,1,32
C=CCSSSSSCC=C,1,13
C=CCSSSSSSCC=C,1,14
CCCCCCC(=O)OC(C)CCC,1,19
CCC(C)SSC(C)CC,1,14
CC1CCC2=C1N=CCN2,1,16
CC1CC(C)(C)CC(=O)C1=O,1,21
C=CCC(C)C(=O)O,1,14
CCCCC(C)C(=O)O,1,14
CC1=NC(C)OC1C,1,13
CCCCC(CC)CCC(=O)O,1,17
CC=C(C=O)CCCC,1,13
CCCCCC(C=O)SC,1,13
CC(C)=CCCC(C)CC1OCCO1,1,21
CC(=CC=O)CCC1CC1(C)C,1,20
CCCCCCCCCCCCC(C)C=O,1,19
CCCCCCCCCC(=S)OC,1,16
CC(=O)OCCCCCCCS,1,15
CCCCCCCC(=S)OC,1,14
C=CC1=C(C=O)CCCC1,1,17
C=CCOC(=O)C(C)(C)C,1,18
CCCCCC=CCCCC(=O)O,1,17
CCCCC(OC(C)=O)C(=O)OC,1,21
CC(C)CCCCCCCCCCCCCC=O,1,21
C=C1CCC23CC1C(C)(C)C2CCC3C,1,26
CCC(=O)N1C=CCC1,1,15
CCCCCCC1=CCC(=O)O1,1,18
CCOC(CS)OCC,1,11
CCCCCC1OC(=O)C(C)=C1C,1,21
CCC(=O)C(O)c1ccccc1,1,19
CCOC(=O)C(S)CC,1,14
CCCCCCCCC(O)C(=O)OCC,1,20
CCOC(=O)C(CC)COC(C)=O,1,21
CCNc1ccccc1C(=O)OC,1,18
Cc1ccoc1CS,1,10
CCOC(OC)c1ccccc1,1,16
CSCc1cccs1,1,10
CCCCCCCCCCC(C(C)=O)C(=O)OCC,1,27
CCCCCCCCCC(=O)OC1CC(C)CCC1C(C)C,1,31
CCCOC(CC(C)C)OCCC,1,17
CCCCOC(C)OC,1,11
CCCCCOC(C)OC,1,12
CCCCSSSCCCC,1,11
CCCCCC(=O)OC(C)CC,1,17
CCCCOC(=O)C(C)S,1,15
CCC(C)C(=S)OC,1,13
CCC(C)CCCCCCCCC=O,1,17
CCCCC=CCCCC=O,1,13
CCCCC=CCC=O,1,11
COC(=S)C(C)C,1,12
CCCCCC1OC1C=O,1,13
CCCCC(=O)CCO,1,12
CCCCCCC(=O)C(=O)CC,1,18
CCC(OC(C)=O)C(=O)OC,1,19
CC(=O)C1=CNCCS1,1,15
CCCCOC(CC(C)C)OCCCC,1,19
COC(=O)C1OC1c1ccc(C)cc1,1,23
CCOC(=O)c1ccccc1CO,1,18
CCCC=CCC(C)=O,1,13
CCOC(=O)CC(C)(OCC)OCC,1,21
C=C(C)C1CC=C(C)C(OC(=O)CCC)C1,1,29
CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)CCC1C(C)C,1,39
CCCC(=O)Oc1c(CC)occc1=O,1,23
CSCC(C=O)=Cc1ccccc1,1,19
O=C(CCc1ccccc1)c1ccc[nH]1,1,25
CCOC(=O)C(C)CS,1,14
CC(=O)OCCCCS,1,12
CC(C)(OC=O)c1ccccc1,1,19
CCCCCCCCCCC(OC(C)=O)C(=O)OC,1,27
C=CCOC(=O)C(C)=O,1,16
CCCCCCOC(=O)CCC(C)=O,1,20
CC(C)CC1N=CCS1,1,14
C=CC(=C)CCC=C(C)C=O,1,19
CCCC(=O)C(C)(O)C(=O)OCC,1,23
CCOC(=O)C(C)(O)C(=O)CC,1,22
CCC(S)C(=O)OC,1,13
CCCCC1OC1C=O,1,12
CCCC(=O)OC(C)Cc1ccccc1,1,22
CCC(C)C(=O)S,1,12
CCOC(=O)C(CC)CS,1,15
CCCC(=O)Oc1ccco1,1,16
CCCC(=O)OCCCCO,1,14
CC(C)CCCCOC(=O)C(C)C,1,20
CCC(C)C(=O)OCCCCO,1,17
CCC(C)COC(=O)CC(O)C(=O)OCC(C)CC,1,31
C=CCOC(=O)CCC(C)C,1,17
CC1(C)CCOCS1,1,12
CC(=O)OC(O)c1ccccc1,1,19
